Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,104.203003,105.686996,100.259499,100.375000,100.375000,36868000
2021-03-09,102.487503,103.195999,101.779999,102.017998,102.017998,33920000
2021-03-10,103.070000,103.070000,100.966499,101.809502,101.809502,27100000
2021-03-11,102.911003,105.563499,102.822502,105.027000,105.027000,27702000
2021-03-12,103.820503,103.880501,101.621002,102.500000,102.500000,33818000
2021-03-15,102.249001,102.749496,101.389503,102.722000,102.722000,26168000
2021-03-16,103.299500,105.683998,102.964500,104.194504,104.194504,31900000
2021-03-17,103.423500,104.949997,102.206001,104.111000,104.111000,26382000
2021-03-18,102.408997,103.437500,100.959000,101.067001,101.067001,31700000
2021-03-19,101.486504,101.851997,100.146500,101.348000,101.348000,46072000
2021-03-22,101.381500,102.417000,100.699997,101.534500,101.534500,33536000
2021-03-23,101.997498,103.205498,101.400002,102.066498,102.066498,28510000
2021-03-24,102.587997,103.379997,101.449997,101.626503,101.626503,25218000
2021-03-25,101.452499,102.281998,99.804497,101.623001,101.623001,35616000
2021-03-26,101.589500,101.969498,100.192497,101.236504,101.236504,27978000
2021-03-29,101.108002,102.460503,100.272499,102.289497,102.289497,26492000
2021-03-30,102.649002,103.133499,101.807503,102.323502,102.323502,27312000
2021-03-31,102.720001,104.313004,102.349998,103.125999,103.125999,42570000
2021-04-01,104.612503,106.787498,104.571503,106.488998,106.488998,39880000
2021-04-05,107.357498,111.449501,107.260498,110.947998,110.947998,48510000
2021-04-06,110.545998,111.400002,110.089500,110.462997,110.462997,35240000
2021-04-07,110.654999,112.224998,110.654999,111.951500,111.951500,24134000
2021-04-08,113.199997,113.589500,112.150497,112.521500,112.521500,28664000
2021-04-09,112.272003,113.698502,111.862999,113.533501,113.533501,26146000
2021-04-12,112.706001,112.844498,111.390999,112.231003,112.231003,25024000
2021-04-13,112.549500,113.173500,112.152496,112.721497,112.721497,25682000
2021-04-14,113.371498,113.371498,111.801003,112.095497,112.095497,21002000
2021-04-15,113.097504,114.800003,112.558502,114.262497,114.262497,29174000
2021-04-16,114.461998,114.711998,113.545998,114.137497,114.137497,26282000
2021-04-19,113.509003,115.204498,113.509003,114.487999,114.487999,30290000
2021-04-20,114.874496,114.949997,112.856003,113.950500,113.950500,22288000
2021-04-21,113.602501,114.000000,112.240997,113.917503,113.917503,23204000
2021-04-22,113.769997,114.444000,112.015999,112.625999,112.625999,24146000
2021-04-23,113.349998,115.306000,113.062500,114.996498,114.996498,29066000
2021-04-26,115.225998,116.226501,114.865997,115.496498,115.496498,32038000
2021-04-27,115.881500,115.922501,114.307999,114.549004,114.549004,44386000
2021-04-28,119.625000,121.569000,117.661003,117.952003,117.952003,81106000
2021-04-29,119.461502,120.208000,118.692497,119.638000,119.638000,41234000
2021-04-30,118.401001,119.092499,117.328003,117.675003,117.675003,44856000
2021-05-03,118.245499,119.077499,116.775002,117.153999,117.153999,28242000
2021-05-04,115.677498,116.249496,112.834000,115.341499,115.341499,44818000
2021-05-05,116.431503,116.750000,115.414001,115.738503,115.738503,26636000
2021-05-06,115.316498,116.867500,114.652000,116.867500,116.867500,25190000
2021-05-07,118.194504,118.562500,117.307999,117.596497,117.596497,28898000
2021-05-10,116.406998,116.550003,114.226997,114.587502,114.587502,30914000
2021-05-11,112.153503,114.014000,111.695999,113.502998,113.502998,34186000
2021-05-12,111.309502,112.399002,109.681000,110.012497,110.012497,46376000
2021-05-13,111.306000,111.972000,110.335999,111.452003,111.452003,33204000
2021-05-14,112.927002,114.236000,112.500000,113.918999,113.918999,31996000
2021-05-17,113.178497,114.488998,112.775497,114.445999,114.445999,21598000
2021-05-18,115.117500,115.384003,113.109497,113.123497,113.123497,22204000
2021-05-19,111.421501,113.749496,111.272003,113.574997,113.574997,23684000
2021-05-20,114.550003,115.599998,114.176003,115.347504,115.347504,32352000
2021-05-21,115.870499,115.944504,114.464996,114.706497,114.706497,40632000
2021-05-24,115.744499,118.277496,115.598000,118.052002,118.052002,31832000
2021-05-25,118.599998,119.199997,117.750000,118.143501,118.143501,22440000
2021-05-26,118.325996,119.449501,118.322998,119.015503,119.015503,21572000
2021-05-27,119.452499,119.452499,117.813004,118.134003,118.134003,35224000
2021-05-28,118.721001,118.803497,117.642502,117.842499,117.842499,21482000
2021-06-01,118.722000,119.285500,117.713997,119.058998,119.058998,23354000
2021-06-02,119.457497,119.681999,117.617996,118.529503,118.529503,21158000
2021-06-03,117.286499,117.850998,116.475998,117.378998,117.378998,18696000
2021-06-04,118.463501,119.951500,118.120499,119.678497,119.678497,24458000
2021-06-07,119.472000,120.225502,119.050003,120.114998,120.114998,24120000
2021-06-08,120.600502,120.975998,119.738998,119.921997,119.921997,24240000
2021-06-09,120.571503,120.643997,119.845001,120.397003,120.397003,17942000
2021-06-10,120.346001,121.800003,120.189003,121.756500,121.756500,25904000
2021-06-11,122.000000,122.085999,120.947998,121.510002,121.510002,21958000
2021-06-14,121.612999,122.445999,120.900002,122.445503,122.445503,22098000
2021-06-15,122.449997,122.775497,121.056000,121.419502,121.419502,21562000
2021-06-16,121.571999,121.886002,119.470001,120.772499,120.772499,26472000
2021-06-17,120.697502,122.522499,120.500000,121.743500,121.743500,25842000
2021-06-18,121.366997,121.602997,120.014999,120.111000,120.111000,46116000
2021-06-21,120.500504,122.000000,119.898499,121.812500,121.812500,27414000
2021-06-22,121.750000,122.400002,121.064003,122.330498,122.330498,22390000
2021-06-23,122.093498,123.095497,121.834503,122.126999,122.126999,19148000
2021-06-24,122.699997,123.055496,122.300003,122.500000,122.500000,21362000
2021-06-25,122.000000,122.633003,121.565002,122.508499,122.508499,34594000
2021-06-28,122.678497,122.785004,121.405502,122.536003,122.536003,28526000
2021-06-29,122.670502,123.021004,121.691002,122.272499,122.272499,23108000
2021-06-30,121.994499,122.257004,121.354500,122.089500,122.089500,24474000
2021-07-01,121.724998,122.586998,121.531502,122.444504,122.444504,18110000
2021-07-02,123.150002,125.403999,123.059502,125.257500,125.257500,25982000
2021-07-06,125.648499,126.428001,124.582497,126.190002,126.190002,26404000
2021-07-07,127.162003,127.283997,126.153000,126.473999,126.473999,24060000
2021-07-08,124.026001,125.595497,124.022003,125.043999,125.043999,23790000
2021-07-09,125.025002,125.734497,124.551498,125.518501,125.518501,18632000
2021-07-12,126.178001,127.069504,125.611000,126.975502,126.975502,17668000
2021-07-13,127.038498,128.057495,126.674500,127.341499,127.341499,19240000
2021-07-14,127.958000,129.326508,127.914497,128.237000,128.237000,23742000
2021-07-15,128.649002,128.699997,126.529999,127.004997,127.004997,24218000
2021-07-16,127.663002,127.811501,126.153503,126.970001,126.970001,20424000
2021-07-19,126.089500,126.205002,123.504997,124.578003,124.578003,27968000
2021-07-20,125.527496,127.042999,124.350502,126.209503,126.209503,26312000
2021-07-21,126.133499,127.596001,126.023499,127.549004,127.549004,20746000
2021-07-22,127.844002,128.483002,127.499001,128.421494,128.421494,14302000
2021-07-23,130.430496,133.399002,129.800507,133.014999,133.014999,41506000
2021-07-26,133.328506,134.237000,132.301498,134.035004,134.035004,30572000
2021-07-27,134.250504,134.399002,130.104004,131.899994,131.899994,54710000
2021-07-28,136.311996,138.296997,135.277496,136.093994,136.093994,95130000
2021-07-29,136.149994,136.660995,135.542999,135.777496,135.777496,31716000
2021-07-30,135.035004,135.304504,134.255005,134.726501,134.726501,25576000
2021-08-02,135.117004,135.336502,133.794006,134.854507,134.854507,21634000
2021-08-03,135.134995,135.731995,133.319504,135.630005,135.630005,20762000
2021-08-04,135.349503,135.649506,134.487000,135.125504,135.125504,19676000
2021-08-05,135.680496,136.350006,134.845993,136.251495,136.251495,17870000
2021-08-06,136.042007,136.472504,135.210007,135.738495,135.738495,20488000
2021-08-09,135.942505,137.184006,135.339493,136.912994,136.912994,17760000
2021-08-10,137.341995,137.772507,136.364502,136.807007,136.807007,19414000
2021-08-11,137.181503,137.682495,136.271500,136.279007,136.279007,15352000
2021-08-12,135.975494,137.300003,135.425507,137.194000,137.194000,16506000
2021-08-13,137.250000,137.856506,137.033005,137.727493,137.727493,15948000
2021-08-16,137.524994,138.362503,135.298996,138.309494,138.309494,22384000
2021-08-17,137.750000,138.265503,136.082001,136.661499,136.661499,21716000
2021-08-18,136.500000,137.104507,135.321503,135.449005,135.449005,19258000
2021-08-19,134.435501,136.352493,134.250000,135.679993,135.679993,21782000
2021-08-20,136.000000,137.554001,135.250000,137.429504,137.429504,31194000
2021-08-23,137.969498,140.874496,137.607498,140.041504,140.041504,28454000
2021-08-24,140.611496,142.080002,140.338501,141.261505,141.261505,19268000
2021-08-25,141.625000,142.189499,141.376007,142.078995,142.078995,15848000
2021-08-26,141.750000,142.417496,141.356995,141.440506,141.440506,20610000
2021-08-27,141.652496,144.512497,141.496994,144.003998,144.003998,28780000
2021-08-30,144.399994,145.970505,144.162994,144.590500,144.590500,24434000
2021-08-31,145.147003,145.171494,144.281006,144.697495,144.697495,22448000
2021-09-01,145.000000,146.253998,144.883499,145.215500,145.215500,21936000
2021-09-02,145.216003,145.519501,143.184998,143.287003,143.287003,32342000
2021-09-03,143.080505,144.154999,142.400497,143.739502,143.739502,19850000
2021-09-07,143.834503,144.565002,143.619003,144.280502,144.280502,20124000
2021-09-08,144.100006,144.399994,143.000000,143.690994,143.690994,18344000
2021-09-09,143.840500,144.310501,143.177505,143.541000,143.541000,15314000
2021-09-10,144.212494,144.718506,140.738007,140.876007,140.876007,36840000
2021-09-13,141.949493,142.949997,141.250000,142.332504,142.332504,22094000
2021-09-14,142.995499,143.363007,141.750000,142.544495,142.544495,19674000
2021-09-15,142.771500,144.450500,141.347504,144.429504,144.429504,27408000
2021-09-16,143.950500,144.300003,142.401505,143.610001,143.610001,26190000
2021-09-17,143.030502,143.449997,140.470001,140.800003,140.800003,53384000
2021-09-20,138.161499,139.000000,136.322006,138.719498,138.719498,46518000
2021-09-21,139.749496,140.011505,138.278000,139.033005,139.033005,25332000
2021-09-22,139.304001,140.886993,138.551498,140.283493,140.283493,25056000
2021-09-23,140.987503,141.696503,140.401505,141.216003,141.216003,20952000
2021-09-24,140.538498,142.330505,140.240997,142.214996,142.214996,22984000
2021-09-27,140.804504,141.938507,140.067505,141.072006,141.072006,21882000
2021-09-28,138.654999,139.096497,135.360001,135.830002,135.830002,45772000
2021-09-29,136.979996,137.151001,133.865005,134.353500,134.353500,30848000
2021-09-30,134.261505,135.542496,133.556000,133.675995,133.675995,37996000
2021-10-01,134.447495,136.910507,134.072998,136.542999,136.542999,35360000
2021-10-04,135.960495,135.960495,131.050003,133.659500,133.659500,51202000
2021-10-05,134.041000,137.224503,134.041000,136.022995,136.022995,32404000
2021-10-06,134.750000,137.750000,134.550003,137.565002,137.565002,24364000
2021-10-07,138.891998,140.042007,138.651001,139.225006,139.225006,25110000
2021-10-08,139.576996,140.330994,139.217499,139.785507,139.785507,26526000
2021-10-11,139.292007,140.712006,138.858994,138.914001,138.914001,17954000
2021-10-12,139.479996,139.507004,135.759995,136.449005,136.449005,36332000
2021-10-13,137.402496,138.000000,136.518997,137.582001,137.582001,19654000
2021-10-14,139.473999,141.337494,138.824997,141.151001,141.151001,31894000
2021-10-15,141.614502,141.718002,140.755005,141.367996,141.367996,30274000
2021-10-18,141.076508,142.796005,141.069504,142.778000,142.778000,20396000
2021-10-19,143.387497,143.662506,142.600006,143.237000,143.237000,20164000
2021-10-20,143.337997,143.546005,141.376495,141.768997,141.768997,23288000
2021-10-21,141.768997,142.156006,140.500000,141.886002,141.886002,26292000
2021-10-22,139.149994,140.582993,136.056000,137.566498,137.566498,50588000
2021-10-25,137.550003,138.000000,135.423996,137.447006,137.447006,34412000
2021-10-26,139.263504,140.082993,138.304504,139.308502,139.308502,49236000
2021-10-27,139.404999,148.649994,139.404999,146.217499,146.217499,85782000
2021-10-28,147.134506,147.158005,144.626999,145.848999,145.848999,36206000
2021-10-29,145.078003,148.242004,144.649506,148.046005,148.046005,43320000
2021-11-01,148.046005,148.046005,143.225494,143.496994,143.496994,46924000
2021-11-02,144.579498,146.608994,144.335495,145.432495,145.432495,33482000
2021-11-03,145.900497,146.669006,144.591003,146.598007,146.598007,27494000
2021-11-04,147.124496,149.733505,146.307999,148.267502,148.267502,38412000
2021-11-05,149.169495,150.327499,148.197006,148.852005,148.852005,38354000
2021-11-08,149.824997,150.615005,148.430496,149.031006,149.031006,23052000
2021-11-09,149.233002,149.834503,147.244995,148.918503,148.918503,19530000
2021-11-10,147.500000,148.070007,144.537506,145.893494,145.893494,29970000
2021-11-11,146.489502,147.535507,145.600494,145.766495,145.766495,16518000
2021-11-12,146.615494,148.850006,145.410995,148.677994,148.677994,22360000
2021-11-15,148.900497,149.549500,147.574997,148.451996,148.451996,23508000
2021-11-16,148.149506,148.762497,147.312500,147.876007,147.876007,18904000
2021-11-17,148.027496,148.559494,147.240005,148.046997,148.046997,19594000
2021-11-18,148.241501,150.580505,147.884506,149.838501,149.838501,35608000
2021-11-19,149.975494,150.966507,148.899002,148.926498,148.926498,33682000
2021-11-22,149.332504,149.829498,146.147507,146.302002,146.302002,30594000
2021-11-23,146.153000,146.660004,144.115005,145.781998,145.781998,27218000
2021-11-24,145.473495,146.249496,144.373001,146.119995,146.119995,18040000
2021-11-26,144.348495,144.557495,141.842499,142.182999,142.182999,30470000
2021-11-29,144.000000,146.297501,143.893494,145.530502,145.530502,32596000
2021-11-30,145.008499,146.000000,141.601501,141.897507,141.897507,42068000
2021-12-01,144.000000,145.950500,140.912003,141.051498,141.051498,34020000
2021-12-02,141.250000,143.864502,140.214493,142.966003,142.966003,29194000
2021-12-03,143.681000,144.399994,140.300995,142.001495,142.001495,41230000
2021-12-06,143.040497,143.852493,140.149994,143.154999,143.154999,30618000
2021-12-07,145.596497,147.531006,145.227493,147.269501,147.269501,32240000
2021-12-08,147.596497,148.393005,146.406006,148.186493,148.186493,24270000
2021-12-09,147.591003,149.100006,147.115005,147.638504,147.638504,23270000
2021-12-10,148.699997,148.977493,146.703995,148.001495,148.001495,24458000
2021-12-13,147.781494,147.970001,145.517502,145.826508,145.826508,27070000
2021-12-14,143.968002,144.479996,141.214996,143.906998,143.906998,38446000
2021-12-15,143.408997,146.720993,141.677994,146.440994,146.440994,36370000
2021-12-16,147.170502,147.677002,143.606995,144.445007,144.445007,33650000
2021-12-17,142.500000,143.834503,141.300003,141.725006,141.725006,50416000
2021-12-20,140.000000,141.774506,139.320999,141.606995,141.606995,27192000
2021-12-21,142.053497,143.869003,140.502502,143.472504,143.472504,28756000
2021-12-22,143.067505,146.500000,143.067505,146.414993,146.414993,26322000
2021-12-23,146.500000,148.243500,146.451996,146.916504,146.916504,26384000
2021-12-27,147.255997,148.343994,147.169495,147.906494,147.906494,15976000
2021-12-28,148.235992,148.298996,146.054504,146.686996,146.686996,18200000
2021-12-29,146.644501,147.417007,145.647507,146.654999,146.654999,17788000
2021-12-30,146.694000,147.300003,145.994507,146.200500,146.200500,15688000
2021-12-31,146.050003,146.698502,144.852005,144.852005,144.852005,18136000
2022-01-03,145.054993,145.850998,143.712997,144.991501,144.991501,28646000
2022-01-04,145.395996,146.485001,143.716507,144.399506,144.399506,28400000
2022-01-05,144.419998,144.499496,137.688004,137.774994,137.774994,54618000
2022-01-06,136.998505,139.940002,136.558502,137.747498,137.747498,37348000
2022-01-07,138.145493,138.448502,135.766495,137.016998,137.016998,29760000
2022-01-10,135.078003,138.819504,133.164505,138.669495,138.669495,44408000
2022-01-11,138.007004,140.216003,136.692505,139.735992,139.735992,28730000
2022-01-12,141.149994,142.608002,140.694504,141.430496,141.430496,26108000
2022-01-13,141.539993,142.850006,138.408997,138.587006,138.587006,31436000
2022-01-14,137.078995,140.742004,136.998505,139.480499,139.480499,29662000
2022-01-18,136.175003,137.131500,135.438507,135.998001,135.998001,34872000
2022-01-19,136.523499,137.959503,135.015503,135.116501,135.116501,28648000
2022-01-20,136.250000,137.626007,132.964493,133.307495,133.307495,29908000
2022-01-21,132.593506,134.865494,130.086502,130.351501,130.351501,55652000
2022-01-24,125.977997,131.203003,124.500000,130.804001,130.804001,76622000
2022-01-25,128.740005,129.399002,126.500504,126.934998,126.934998,46960000
2022-01-26,131.119003,133.000000,127.141998,129.233002,129.233002,49130000
2022-01-27,131.304001,132.652496,128.932495,129.005005,129.005005,31950000
2022-01-28,129.658997,133.356506,128.485001,133.350998,133.350998,34362000
2022-01-31,134.162003,135.473007,132.209503,135.303497,135.303497,39986000
2022-02-01,137.594498,137.792999,134.368500,137.643997,137.643997,68644000
2022-02-02,151.250000,151.546494,145.522507,148.000000,148.000000,123200000
2022-02-03,145.705505,149.675003,142.665497,143.089996,143.089996,71518000
2022-02-04,143.444504,144.875000,140.514999,143.292999,143.292999,57998000
